age,age_group,workclass,education_level,education_years,marital_status,occupation,relationship,race,sex,capital_gain_usd,capital_loss_usd,hours_per_week,native_country,source_split,high_income
46,45-54,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,train,0
37,35-44,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,32,United-States,train,0
29,25-34,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,train,0
35,35-44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,test,1
28,25-34,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,Nicaragua,train,0
40,35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,test,1
22,17-24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,train,0
23,17-24,Private,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,train,0
60,55-64,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,United-States,train,1
23,17-24,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,train,0
30,25-34,Local-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,3325,0,35,United-States,test,0
55,55-64,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,train,0
34,25-34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,train,0
49,45-54,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,train,0
19,17-24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,train,0
49,45-54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,Mexico,train,0
21,17-24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,test,0
49,45-54,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,train,1
51,45-54,Private,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,train,0
37,35-44,Private,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,train,0
27,25-34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,train,0
29,25-34,Private,Assoc-voc,11,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,test,0
29,25-34,Private,12th,8,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,50,China,test,0
40,35-44,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,train,0
48,45-54,Private,12th,8,Separated,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,train,0
35,35-44,Private,11th,7,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,train,0
45,45-54,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,test,1
50,45-54,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,United-States,train,1
23,17-24,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,train,0
63,55-64,Local-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,8614,0,38,United-States,test,1
41,35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,test,0
44,35-44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,38,United-States,test,1
61,55-64,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,1902,40,United-States,train,1
35,35-44,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,test,0
52,45-54,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,train,0
37,35-44,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,80,United-States,train,1
44,35-44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,train,1
22,17-24,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,train,0
40,35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,test,0
57,55-64,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,test,1
18,17-24,Never-worked,10th,6,Never-married,,Own-child,White,Male,0,0,40,United-States,train,0
50,45-54,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,train,0
30,25-34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,,train,0
36,35-44,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,train,0
19,17-24,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,train,0
17,17-24,Private,9th,5,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,test,0
23,17-24,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,train,0
47,45-54,Federal-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,test,0
60,55-64,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,train,0
38,35-44,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,train,1
31,25-34,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,test,0
60,55-64,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,test,1
59,55-64,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,test,1
32,25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,train,0
58,55-64,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,1
31,25-34,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,99,United-States,test,1
35,35-44,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,42,United-States,test,1
34,25-34,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,train,0
55,55-64,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,train,0
41,35-44,Private,11th,7,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Guatemala,train,0
19,17-24,Private,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,1719,30,United-States,test,0
55,55-64,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,54,United-States,test,0
39,35-44,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,train,0
37,35-44,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,train,0
38,35-44,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,train,0
38,35-44,Local-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,test,1
63,55-64,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,test,0
42,35-44,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,test,1
66,65+,,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,32,United-States,test,0
51,45-54,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,train,0
45,45-54,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,55,United-States,train,1
36,35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,test,1
29,25-34,,Some-college,10,Divorced,,Own-child,White,Female,0,0,15,United-States,test,0
29,25-34,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,test,0
40,35-44,,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,35,United-States,train,1
28,25-34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,test,1
45,45-54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,train,1
25,25-34,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,train,0
39,35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,train,1
61,55-64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,test,1
42,35-44,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,20,United-States,train,0
27,25-34,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,,train,0
30,25-34,State-gov,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,test,0
28,25-34,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,test,0
51,45-54,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,58,United-States,test,1
20,17-24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,train,0
28,25-34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,train,0
35,35-44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,train,0
21,17-24,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,train,0
47,45-54,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,train,1
41,35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,train,0
23,17-24,Private,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,train,0
36,35-44,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,train,0
50,45-54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,train,0
27,25-34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Ireland,test,1
21,17-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,train,0
41,35-44,Self-emp-not-inc,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,train,0
30,25-34,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,train,0
32,25-34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,train,0
31,25-34,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,36,Mexico,train,0
59,55-64,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico,train,0
49,45-54,Local-gov,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,2231,40,United-States,train,1
40,35-44,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,test,0
31,25-34,Federal-gov,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,50,United-States,test,0
66,65+,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,7,United-States,train,0
45,45-54,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,train,1
22,17-24,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,train,0
34,25-34,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,test,0
34,25-34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1408,38,United-States,train,0
60,55-64,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,test,1
30,25-34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,train,0
47,45-54,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,test,0
65,65+,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,train,0
39,35-44,Private,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,train,0
38,35-44,Private,12th,8,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,50,United-States,train,0
19,17-24,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,train,0
38,35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,64,United-States,train,0
31,25-34,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,train,0
39,35-44,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,train,0
17,17-24,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,Guatemala,test,0
30,25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,42,United-States,train,1
49,45-54,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,train,0
37,35-44,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,4787,0,55,United-States,test,1
35,35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,train,1
26,25-34,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,train,0
62,55-64,Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,test,0
40,35-44,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,train,0
30,25-34,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,test,0
23,17-24,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,train,0
23,17-24,Self-emp-not-inc,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,test,0
41,35-44,Private,Doctorate,16,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,train,1
26,25-34,Private,11th,7,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,20,United-States,train,0
35,35-44,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,train,0
43,35-44,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,train,1
42,35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,test,1
40,35-44,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,train,1
32,25-34,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,train,1
42,35-44,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,train,0
25,25-34,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,40,United-States,train,1
60,55-64,State-gov,Assoc-voc,11,Widowed,Other-service,Not-in-family,Black,Female,0,0,37,United-States,train,0
36,35-44,Private,10th,6,Divorced,Craft-repair,Other-relative,Black,Male,0,0,40,United-States,train,0
60,55-64,Private,Assoc-voc,11,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,45,Poland,test,0
39,35-44,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,test,0
29,25-34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,test,0
33,25-34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,test,0
57,55-64,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,test,0
21,17-24,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,45,United-States,train,0
64,55-64,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,test,1
19,17-24,Private,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,47,United-States,test,0
32,25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,train,1
79,65+,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,train,0
30,25-34,Local-gov,Some-college,10,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,train,0
37,35-44,,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,test,0
33,25-34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,test,0
78,65+,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,test,0
57,55-64,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,26,United-States,train,0
45,45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,test,0
59,55-64,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,train,0
23,17-24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States,train,0
28,25-34,Private,Some-college,10,Never-married,Tech-support,Own-child,Black,Male,0,0,24,United-States,train,0
36,35-44,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,55,United-States,train,0
44,35-44,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,99,United-States,train,0
40,35-44,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,train,1
49,45-54,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2415,3,United-States,test,1
23,17-24,Local-gov,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,train,0
18,17-24,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,train,0
23,17-24,Private,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Female,0,0,16,United-States,train,0
28,25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,train,0
56,55-64,Self-emp-not-inc,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,99999,0,40,United-States,train,1
47,45-54,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,train,0
36,35-44,Private,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,train,0
56,55-64,Private,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,train,0
40,35-44,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1980,48,United-States,train,0
24,17-24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,train,0
47,45-54,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,train,1
22,17-24,,Bachelors,13,Never-married,,Own-child,White,Male,0,0,40,United-States,test,0
22,17-24,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,train,0
20,17-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,train,0
52,45-54,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,20,United-States,train,0
49,45-54,Private,11th,7,Widowed,Craft-repair,Not-in-family,White,Male,2174,0,40,United-States,test,0
45,45-54,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,0
78,65+,Self-emp-inc,HS-grad,9,Widowed,Sales,Not-in-family,White,Male,0,0,45,United-States,train,1
22,17-24,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,train,0
41,35-44,Private,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,30,United-States,test,0
20,17-24,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,train,0
40,35-44,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,test,0
48,45-54,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,train,1
74,65+,State-gov,Doctorate,16,Never-married,Prof-specialty,Other-relative,White,Female,0,3683,20,United-States,train,1
21,17-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,train,0
27,25-34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,train,1
28,25-34,Private,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,test,0
72,65+,,Prof-school,15,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,train,1
43,35-44,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,test,0
29,25-34,Without-pay,Some-college,10,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,65,United-States,train,0
53,45-54,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,test,1
23,17-24,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,7,United-States,test,0
68,65+,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,991,0,29,United-States,test,0
25,25-34,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,test,0
46,45-54,Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,train,0
52,45-54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,train,0
34,25-34,Private,Bachelors,13,Never-married,Sales,Unmarried,White,Female,0,0,41,United-States,test,0
25,25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,0
20,17-24,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,37,United-States,test,0
24,17-24,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,train,0
35,35-44,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,train,1
29,25-34,Private,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,Mexico,train,0
42,35-44,Local-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,train,0
34,25-34,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,train,0
19,17-24,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,53,United-States,train,0
51,45-54,Private,10th,6,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,train,0
49,45-54,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50,United-States,train,1
45,45-54,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,train,0
64,55-64,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,train,0
22,17-24,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,16,United-States,train,0
65,65+,,HS-grad,9,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,48,United-States,test,1
36,35-44,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,30,United-States,test,0
21,17-24,Private,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,49,United-States,test,0
47,45-54,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,70,United-States,train,1
51,45-54,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,43,United-States,train,0
43,35-44,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,test,0
60,55-64,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,1408,50,United-States,test,0
28,25-34,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,train,0
31,25-34,Private,Bachelors,13,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,60,United-States,test,0
70,65+,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,train,0
32,25-34,Private,Some-college,10,Divorced,Sales,Unmarried,Black,Female,0,1138,40,Honduras,test,0
28,25-34,Self-emp-not-inc,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,train,0
57,55-64,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,train,0
31,25-34,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,45,United-States,train,0
35,35-44,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,test,0
35,35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,train,1
39,35-44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,test,0
39,35-44,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,28,United-States,test,0
25,25-34,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Dominican-Republic,train,0
21,17-24,Local-gov,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,train,0
28,25-34,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,train,0
17,17-24,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,test,0
28,25-34,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,test,0
21,17-24,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,5,United-States,train,0
21,17-24,Private,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,train,0
62,55-64,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,16,United-States,train,0
34,25-34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,test,0
51,45-54,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,test,1
38,35-44,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,United-States,train,0
28,25-34,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,train,1
